route_id,grid_feasibility_score,grid_renewable_share_pct,grid_emission_factor_tco2_mwh,grid_region,grid_source,grid_confidence,route_level_spatial_variation_available
LTFRB_PUJ1030,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1031,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1033,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1034,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1035,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1036,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1037,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1038,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1040,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1041,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1042,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1043,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1044,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1045,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1046,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1047,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1048,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1049,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1050,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1051,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1053,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1054,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1055,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1056,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1057,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1058,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1059,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1060,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1061,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1062,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1063,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1064,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1065,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1066,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1067,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1068,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1069,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1070,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1071,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1072,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1073,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1074,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1075,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1076,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1077,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1078,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1079,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1080,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1081,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1083,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1084,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1085,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1086,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1087,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1088,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1089,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1090,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1091,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1094,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1095,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1096,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1097,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1098,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1099,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1100,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1101,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1102,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1103,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1104,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1105,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1106,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1107,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1108,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1109,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1110,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1111,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1112,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1113,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1114,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1116,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1117,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1118,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1121,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1122,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1123,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1124,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1125,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1128,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1129,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1130,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1131,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1132,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1133,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1134,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1135,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1136,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1137,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1138,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1139,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1140,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1141,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1142,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1143,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1144,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1145,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1146,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1147,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1148,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1149,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1150,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1151,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1152,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1153,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1154,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1155,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1156,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1157,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1159,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1160,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1161,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1162,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1163,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1164,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1165,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1166,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1167,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1168,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1169,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1170,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1171,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1172,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1173,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1174,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1175,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1176,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1177,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1178,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1179,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1180,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1181,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1182,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1183,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1184,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1185,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1186,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1187,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1188,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1189,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1190,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1191,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1192,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1193,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1194,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
LTFRB_PUJ1195,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False
