route_id,nearest_substation_distance_km,nearest_substation_osm_id,nearest_mapped_charger_distance_km,nearest_charger_osm_id,electricity_kwh_day_low,electricity_kwh_day_base,electricity_kwh_day_high,candidate_terminal_count,site_control_verified,utility_capacity_verified,charging_site_verified,verified_available_capacity_kw,terminal_evidence_score,site_evidence_reference_count,mapped_substation_proximity_score,mapped_charger_proximity_score,energy_manageability_score,charging_readiness_score,charging_evidence_confidence,charging_claim_status,charging_source_ids,charging_method_version,charging_optional_osm_available,charging_limitation
LTFRB_PUJ1011,0.699,way/440593524,4.175,node/13895420988,774.69,922.25,946.843,0,False,False,False,,0.0,0,100.0,58.0,94.29030186255619,73.07,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1012,0.699,way/440593524,4.175,node/13895420988,838.95,998.75,1025.383,0,False,False,False,,0.0,0,100.0,58.0,93.71226718047527,72.93,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1013,0.336,node/4977761380,1.27,node/6836063735,4841.991,5764.275,5917.989,0,False,False,False,,0.0,0,100.0,82.0,57.703917790623,69.93,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1014,0.336,node/4977761380,1.27,node/6836063735,4808.076,5723.9,5876.537,0,False,False,False,,0.0,0,100.0,82.0,58.008991650610156,70.0,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1015,0.37,node/4592771042,1.556,node/6836063735,6592.719,7848.475,8057.768,0,False,False,False,,0.0,0,100.0,82.0,41.95568400770713,65.99,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1016,0.37,node/4592771042,1.556,node/6836063735,6876.177,8185.925,8404.216,0,False,False,False,,0.0,0,100.0,82.0,39.40590879897239,65.35,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1017,0.078,node/4592771042,10.666,node/12980211308,4345.047,5172.675,5310.613,0,False,False,False,,0.0,0,100.0,32.0,62.17405266538215,58.54,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1018,0.078,node/4592771042,10.666,node/12980211308,4320.057,5142.925,5280.07,0,False,False,False,,0.0,0,100.0,32.0,62.39884393063584,58.6,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1019,0.113,node/4592771042,10.735,node/12980211308,4314.702,5136.55,5273.525,0,False,False,False,,0.0,0,100.0,32.0,62.447013487475914,58.61,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1020,0.113,node/4592771042,10.735,node/12980211308,3890.943,4632.075,4755.597,0,False,False,False,,0.0,0,100.0,32.0,66.25883108542068,59.56,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1021,0.247,node/4592771042,10.813,node/12980211308,7182.84,8551.0,8779.027,0,False,False,False,,0.0,0,100.0,32.0,36.64739884393063,52.16,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1022,0.343,node/4592771042,10.929,node/12980211308,11256.924,13401.1,13758.463,0,False,False,False,,0.0,0,100.0,32.0,0.0,43.0,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1023,0.225,node/4533933869,5.019,node/12862848460,4050.165,4821.625,4950.202,0,False,False,False,,0.0,0,100.0,58.0,64.82658959537574,65.71,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1024,0.225,node/4533933869,5.019,node/12862848460,5129.733,6106.825,6269.674,0,False,False,False,,0.0,0,100.0,58.0,55.11560693641619,63.28,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1025,0.114,node/4533933869,11.059,node/12980211308,2153.781,2564.025,2632.399,0,False,False,False,,0.0,0,100.0,32.0,81.88503532434169,63.47,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1026,0.114,node/4533933869,11.059,node/12980211308,2153.781,2564.025,2632.399,0,False,False,False,,0.0,0,100.0,32.0,81.88503532434169,63.47,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1028,0.113,node/4592771042,10.54,node/12980211308,2137.002,2544.05,2611.891,0,False,False,False,,0.0,0,100.0,32.0,82.0359666024406,63.51,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1029,0.643,way/1296102890,1.103,node/6836063735,2890.272,3440.8,3532.555,0,False,False,False,,0.0,0,100.0,82.0,75.26011560693641,74.32,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1030,0.643,way/1296102890,1.103,node/6836063735,2903.838,3456.95,3549.135,0,False,False,False,,0.0,0,100.0,82.0,75.13808606294155,74.28,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1031,0.643,way/1296102890,0.773,node/6836063735,3008.796,3581.9,3677.417,0,False,False,False,,0.0,0,100.0,100.0,74.19396274887603,78.55,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1033,0.225,node/4533933869,4.814,node/12862848460,4117.281,4901.525,5032.232,0,False,False,False,,0.0,0,100.0,58.0,64.2228644829801,65.56,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1034,0.225,node/4533933869,4.814,node/12862848460,5001.57,5954.25,6113.03,0,False,False,False,,0.0,0,100.0,58.0,56.268464996788694,63.57,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1035,0.37,node/4592771042,10.283,node/12980211308,1301.979,1549.975,1591.308,0,False,False,False,,0.0,0,100.0,32.0,89.54720616570327,65.39,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1036,0.37,node/4592771042,10.283,node/12980211308,2404.395,2862.375,2938.705,0,False,False,False,,0.0,0,100.0,32.0,79.63070006422608,62.91,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1037,0.37,node/4592771042,10.301,node/12980211308,1591.863,1895.075,1945.61,0,False,False,False,,0.0,0,100.0,32.0,86.93962748876044,64.73,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1038,0.37,node/4592771042,10.301,node/12980211308,1591.863,1895.075,1945.61,0,False,False,False,,0.0,0,100.0,32.0,86.93962748876044,64.73,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1040,0.113,node/4592771042,2.084,node/12980211308,4036.599,4805.475,4933.621,0,False,False,False,,0.0,0,100.0,82.0,64.94861913937058,71.74,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1041,0.155,node/4977761380,1.482,node/6836063735,5292.168,6300.2,6468.205,0,False,False,False,,0.0,0,100.0,82.0,53.65446371226719,68.91,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1042,0.155,node/4977761380,1.482,node/6836063735,5564.559,6624.475,6801.128,0,False,False,False,,0.0,0,100.0,82.0,51.204238921001924,68.3,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1043,0.482,way/264246780,0.323,node/13081283763,7935.039,9446.475,9698.381,0,False,False,False,,0.0,0,100.0,100.0,29.881181759794472,67.47,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1044,0.482,way/264246780,0.323,node/13081283763,7698.348,9164.7,9409.092,0,False,False,False,,0.0,0,100.0,100.0,32.010276172125884,68.0,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1045,0.482,way/264246780,0.323,node/13081283763,7566.615,9007.875,9248.085,0,False,False,False,,0.0,0,100.0,100.0,33.195247270391775,68.3,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1046,0.482,way/264246780,0.323,node/13081283763,6792.282,8086.05,8301.678,0,False,False,False,,0.0,0,100.0,100.0,40.16056518946692,70.04,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1047,0.649,way/60193935,1.471,node/9596306272,5016.921,5972.525,6131.792,0,False,False,False,,0.0,0,100.0,82.0,56.13037893384715,69.53,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1048,0.649,way/60193935,1.471,node/9596306272,4939.809,5880.725,6037.544,0,False,False,False,,0.0,0,100.0,82.0,56.82402055234425,69.71,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1049,1.457,node/2126363194,1.724,node/9756145409,6286.056,7483.4,7682.957,0,False,False,False,,0.0,0,82.0,82.0,44.71419396274888,60.38,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1050,1.457,node/2126363194,1.724,node/9756145409,6170.745,7346.125,7542.022,0,False,False,False,,0.0,0,82.0,82.0,45.7514450867052,60.64,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1051,1.569,way/116061783,0.538,node/13081283762,4753.098,5658.45,5809.342,0,False,False,False,,0.0,0,82.0,100.0,58.50353243416828,68.33,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1053,1.118,way/264246780,1.047,node/6110400886,6149.325,7320.625,7515.842,0,False,False,False,,0.0,0,82.0,82.0,45.94412331406551,60.69,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1054,1.118,way/264246780,1.047,node/6110400886,6334.251,7540.775,7741.862,0,False,False,False,,0.0,0,82.0,82.0,44.28066795118819,60.27,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1055,0.076,node/4823208932,1.776,node/13081283763,4736.676,5638.9,5789.271,0,False,False,False,,0.0,0,100.0,82.0,58.65125240847785,70.16,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1056,0.076,node/4823208932,1.776,node/13081283763,4474.995,5327.375,5469.438,0,False,False,False,,0.0,0,100.0,82.0,61.00513808606294,70.75,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1057,0.824,node/4823208932,1.896,node/13895420988,1525.104,1815.6,1864.016,0,False,False,False,,0.0,0,100.0,82.0,87.54014129736673,77.39,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1058,0.824,node/4823208932,1.896,node/13895420988,1525.104,1815.6,1864.016,0,False,False,False,,0.0,0,100.0,82.0,87.54014129736673,77.39,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1059,0.739,way/35583874,1.685,node/12862848460,2868.138,3414.45,3505.502,0,False,False,False,,0.0,0,100.0,82.0,75.4592164418754,74.36,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1060,0.739,way/35583874,1.685,node/12862848460,2607.171,3103.775,3186.542,0,False,False,False,,0.0,0,100.0,82.0,77.80667951188182,74.95,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1061,0.57,way/35583874,2.142,node/9462686325,772.191,919.275,943.789,0,False,False,False,,0.0,0,100.0,82.0,94.31278098908157,79.08,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1062,0.57,way/35583874,2.142,node/9462686325,1193.808,1421.2,1459.099,0,False,False,False,,0.0,0,100.0,82.0,90.52023121387283,78.13,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1063,0.128,way/47570428,1.616,node/9462686325,925.344,1101.6,1130.976,0,False,False,False,,0.0,0,100.0,82.0,92.93513166345537,78.73,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1064,0.128,way/47570428,1.616,node/9462686325,924.987,1101.175,1130.54,0,False,False,False,,0.0,0,100.0,82.0,92.9383429672447,78.73,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1065,0.546,node/4977761380,0.351,node/12980211308,4147.626,4937.65,5069.321,0,False,False,False,,0.0,0,100.0,100.0,63.94990366088633,75.99,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1066,0.546,node/4977761380,0.351,node/12980211308,4216.884,5020.1,5153.969,0,False,False,False,,0.0,0,100.0,100.0,63.32691072575465,75.83,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1067,0.71,node/4977761380,1.937,node/6836063735,1178.1,1402.5,1439.9,0,False,False,False,,0.0,0,100.0,82.0,90.66152858060373,78.17,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1068,0.71,node/4977761380,1.937,node/6836063735,1259.496,1499.4,1539.384,0,False,False,False,,0.0,0,100.0,82.0,89.92935131663455,77.98,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1069,0.71,node/4977761380,1.937,node/6836063735,916.776,1091.4,1120.504,0,False,False,False,,0.0,0,100.0,82.0,93.01220295439948,78.75,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1070,0.71,node/4977761380,1.937,node/6836063735,2050.608,2441.2,2506.299,0,False,False,False,,0.0,0,100.0,82.0,82.8131021194605,76.2,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1071,0.155,node/4977761380,1.482,node/6836063735,4078.011,4854.775,4984.236,0,False,False,False,,0.0,0,100.0,82.0,64.57610789980733,71.64,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1072,0.155,node/4977761380,1.482,node/6836063735,4220.811,5024.775,5158.769,0,False,False,False,,0.0,0,100.0,82.0,63.29158638407194,71.32,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1073,0.209,node/4977761380,1.362,node/6836063735,4070.871,4846.275,4975.509,0,False,False,False,,0.0,0,100.0,82.0,64.6403339755941,71.66,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1074,0.209,node/4977761380,1.362,node/6836063735,3923.787,4671.175,4795.74,0,False,False,False,,0.0,0,100.0,82.0,65.96339113680153,71.99,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1075,0.155,node/4977761380,1.482,node/6836063735,4120.494,4905.35,5036.159,0,False,False,False,,0.0,0,100.0,82.0,64.19396274887605,71.55,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1076,0.155,node/4977761380,1.482,node/6836063735,4161.906,4954.65,5086.774,0,False,False,False,,0.0,0,100.0,82.0,63.82145150931279,71.46,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1077,0.509,node/4977761380,1.171,node/6836063735,3730.65,4441.25,4559.683,0,False,False,False,,0.0,0,100.0,82.0,67.70070648683365,72.43,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1078,0.509,node/4977761380,1.171,node/6836063735,3950.919,4703.475,4828.901,0,False,False,False,,0.0,0,100.0,82.0,65.71933204881182,71.93,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1079,0.538,node/4977761380,1.042,node/6836063735,4259.01,5070.25,5205.457,0,False,False,False,,0.0,0,100.0,82.0,62.94797687861272,71.24,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1080,0.538,node/4977761380,1.042,node/6836063735,4278.645,5093.625,5229.455,0,False,False,False,,0.0,0,100.0,82.0,62.77135517019911,71.19,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1081,0.538,node/4977761380,1.042,node/6836063735,3164.805,3767.625,3868.095,0,False,False,False,,0.0,0,100.0,82.0,72.79062299293514,73.7,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1083,0.458,node/4977761380,1.556,node/6836063735,5089.035,6058.375,6219.932,0,False,False,False,,0.0,0,100.0,82.0,55.481695568400774,69.37,38.0,PROXY,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,charging-v1.0,True,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
