route_id,population_exposure_score,equity_overlap_pct,corridor_population_proxy,socioeconomic_score,accessibility_gap_score,underserved_overlap_score,underserved_overlap_available,equity_score,equity_evidence_confidence,equity_source_ids,equity_claim_status,equity_method_version,equity_limitation
LTFRB_PUJ1034,90.46,90.455,520228.1,,,,False,90.46,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1035,46.82,46.821,69826.5,,,,False,46.82,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1036,52.93,52.931,109755.0,,,,False,52.93,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1037,40.4,40.401,80921.9,,,,False,40.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1038,40.4,40.401,80921.9,,,,False,40.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1040,73.56,73.558,427609.6,,,,False,73.56,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1041,71.11,71.106,672862.0,,,,False,71.11,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1042,70.07,70.067,682840.4,,,,False,70.07,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1043,79.94,79.944,921238.4,,,,False,79.94,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1044,79.4,79.396,896729.0,,,,False,79.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1045,72.12,72.124,598458.4,,,,False,72.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1046,65.38,65.378,481851.8,,,,False,65.38,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1047,67.16,67.164,488182.2,,,,False,67.16,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1048,67.16,67.164,488182.2,,,,False,67.16,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1049,79.64,79.643,776493.9,,,,False,79.64,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1050,79.64,79.643,776493.9,,,,False,79.64,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1051,55.01,55.015,284001.6,,,,False,55.01,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1053,77.5,77.497,653305.0,,,,False,77.5,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1054,77.5,77.497,653305.0,,,,False,77.5,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1055,91.13,91.134,686197.0,,,,False,91.13,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1056,92.83,92.828,673680.2,,,,False,92.83,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1057,94.09,94.089,312038.0,,,,False,94.09,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1058,94.09,94.089,312038.0,,,,False,94.09,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1059,87.74,87.741,402300.0,,,,False,87.74,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1060,84.82,84.821,281385.3,,,,False,84.82,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1061,72.09,72.085,57437.2,,,,False,72.09,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1062,63.07,63.075,65642.0,,,,False,63.07,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1063,41.57,41.574,48766.7,,,,False,41.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1064,41.57,41.574,48766.7,,,,False,41.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1065,73.9,73.896,515714.7,,,,False,73.9,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1066,76.38,76.381,569994.1,,,,False,76.38,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1067,40.47,40.471,103598.6,,,,False,40.47,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1068,42.61,42.614,98388.9,,,,False,42.61,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1069,34.42,34.418,70202.8,,,,False,34.42,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1070,54.05,54.045,145140.9,,,,False,54.05,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1071,89.69,89.69,650759.7,,,,False,89.69,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1072,88.54,88.542,659196.3,,,,False,88.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1073,85.89,85.887,501252.0,,,,False,85.89,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1074,84.08,84.079,444332.7,,,,False,84.08,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1075,89.69,89.695,651089.0,,,,False,89.69,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1076,90.26,90.258,688718.0,,,,False,90.26,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1077,88.18,88.184,504304.8,,,,False,88.18,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1078,87.85,87.849,506228.8,,,,False,87.85,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1079,83.91,83.909,526308.8,,,,False,83.91,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1080,82.82,82.821,492985.4,,,,False,82.82,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1081,80.87,80.874,379931.6,,,,False,80.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1083,72.19,72.187,587596.1,,,,False,72.19,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1084,71.12,71.121,565268.8,,,,False,71.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1085,86.87,86.867,510910.1,,,,False,86.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1086,85.46,85.456,519346.8,,,,False,85.46,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1087,76.07,76.072,350867.5,,,,False,76.07,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1088,73.97,73.968,360845.9,,,,False,73.97,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1089,87.59,87.59,585573.8,,,,False,87.59,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1090,87.88,87.879,583649.8,,,,False,87.88,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1091,88.54,88.542,659196.3,,,,False,88.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1094,86.28,86.276,515461.5,,,,False,86.28,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1095,55.02,55.018,433939.9,,,,False,55.02,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1096,55.02,55.018,433939.9,,,,False,55.02,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1097,55.02,55.018,433939.9,,,,False,55.02,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1098,58.92,58.923,497296.6,,,,False,58.92,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1099,70.6,70.602,365692.3,,,,False,70.6,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1100,75.1,75.102,445534.6,,,,False,75.1,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1101,74.05,74.047,644231.9,,,,False,74.05,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1102,73.68,73.677,647467.5,,,,False,73.68,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1103,100.0,100.0,166151.1,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1104,100.0,100.0,166151.1,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1105,100.0,100.0,181765.8,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1106,100.0,100.0,181765.8,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1107,8.14,8.137,186119.1,,,,False,8.14,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1108,7.74,7.738,195701.4,,,,False,7.74,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1109,89.58,89.579,681635.6,,,,False,89.58,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1110,89.58,89.579,681635.6,,,,False,89.58,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1111,94.0,94.001,302927.0,,,,False,94.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1112,94.44,94.438,326722.7,,,,False,94.44,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1113,41.22,41.225,48226.0,,,,False,41.22,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1114,58.4,58.398,70714.6,,,,False,58.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1116,82.21,82.207,339927.4,,,,False,82.21,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1117,93.6,93.605,357942.8,,,,False,93.6,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1118,88.28,88.279,379537.4,,,,False,88.28,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1121,95.76,95.756,245601.3,,,,False,95.76,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1122,95.76,95.756,245601.3,,,,False,95.76,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1123,100.0,100.0,249110.4,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1124,100.0,100.0,201327.2,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1125,97.03,97.033,351266.5,,,,False,97.03,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1128,96.42,96.421,291215.6,,,,False,96.42,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1129,77.21,77.206,125380.2,,,,False,77.21,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1130,100.0,100.0,312894.2,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1131,100.0,100.0,312894.2,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1132,87.12,87.116,656232.9,,,,False,87.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1133,87.12,87.116,656232.9,,,,False,87.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1134,89.49,89.491,256220.3,,,,False,89.49,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1135,89.49,89.491,256220.3,,,,False,89.49,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1136,88.64,88.642,759641.1,,,,False,88.64,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1137,90.27,90.267,745965.2,,,,False,90.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1138,95.27,95.273,224677.7,,,,False,95.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1139,95.27,95.273,224677.7,,,,False,95.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1140,95.15,95.151,587358.3,,,,False,95.15,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1141,94.85,94.85,552991.9,,,,False,94.85,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1142,96.0,95.998,267733.0,,,,False,96.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1143,96.0,95.998,267733.0,,,,False,96.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1144,100.0,100.0,586873.5,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1145,100.0,100.0,676210.8,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
