route_id,route_short_name,route_long_name,route_desc,representative_trip_id,length_km,geometry_source,stop_count,avg_headway_min,daily_service_window_hrs,trips_per_day_estimate,weekday_frequency_rows,frequency_source,daily_vehicle_km_proxy,emissions_potential_score,emissions_source,emissions_confidence,equity_overlap_pct,corridor_population_proxy,equity_score,equity_source,equity_confidence,manually_digitized,high_density_cutoff_people_per_cell,catchment_buffer_m,grid_feasibility_score,grid_renewable_share_pct,grid_emission_factor_tco2_mwh,grid_region,grid_source,grid_confidence,route_level_spatial_variation_available,operator_readiness_score,operator_notes,operator_source,operator_readiness_placeholder,score_complete,equity_verified,just_transition_score,rank,ranking_method,ranking_ai_influence,default_weights,overall_confidence
LTFRB_PUJ1153,,Binangonan - JRC via Angono,"Shaw Blvd, Mandaluyong City, Manila - Quezon Ext. Binangonan, Manila",726161,28.67,stop_sequence_approx,103,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,29243.4,90.81,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,66.479,829713.7,66.48,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.97,11,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1152,,Binangonan - JRC via Angono,"Quezon Ext. Binangonan, Manila - Shaw Blvd, Mandaluyong City, Manila",724897,28.33,stop_sequence_approx,100,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,28896.6,89.72,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,66.479,829713.7,66.48,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.59,12,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1638,,"EDSA/Shaw Central - Morong via Antipolo, Theresa","Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila - Un- named road near J. Sumulong Rd, Teresa, Manila",724663,26.434,stop_sequence_approx,132,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,26962.68,83.63,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,71.825,833337.1,71.83,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.33,13,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2101,,ARROCEROS - FAIRVIEW MARKET,"Quezon Blvd, Manila - Quirino Highway / Maligaya Intersection, Caloocan City",725051,23.525,stop_sequence_approx,96,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,23995.5,74.29,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,80.545,1006576.5,80.54,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.11,14,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2102,,ARROCEROS - FAIRVIEW MARKET,"Quirino Highway / Maligaya Intersection, Caloocan City - Quezon Blvd, Manila",725130,23.506,stop_sequence_approx,98,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,23976.12,74.23,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,80.545,1006576.5,80.54,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.09,15,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2120,,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,"St Claire College of Caloocan, Zabarte Road, Caloocan City - D. Tuazon / Eulogio Rodriguez Sr Ave Intersection, Manila",726351,24.328,stop_sequence_approx,102,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,24814.56,76.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,77.892,960188.3,77.89,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,64.08,16,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1022,,"Alabang - GMA via South Expressway, Carmona Exit","National Hwy, Muntinlupa City, Manila - Biyaya Polytechnic Academy, Congressional Road, General Mariano Alvarez, Manila",726150,31.532,stop_sequence_approx,91,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,32162.64,100.0,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,53.892,562159.0,53.89,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,63.78,17,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2119,,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,"Apo / Quezon Avenue Intersection, Quezon City - Zabarte Road / Camarin Road Intersection, Caloocan City",725437,24.067,stop_sequence_approx,101,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,24548.34,76.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,77.278,874038.7,77.28,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,63.58,18,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1937,,FAIRVIEW WET MARKET - PIER SOUTH via QUEZON AVE,"Regalado / Dahlia Intersection, Quezon City - 25th St / Antonio C. Delgado Intersection, Manila",725783,22.957,stop_sequence_approx,95,1.0,17.0,1020.0,4.0,gtfs_frequencies_typical_weekday,23416.14,72.46,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,80.364,982964.5,80.36,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,63.4,19,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1639,,"EDSA/Shaw Central - Morong via Antipolo, Theresa","Quezon Ave, Teresa, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila",726105,25.49,stop_sequence_approx,128,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,25999.8,80.6,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,72.141,829683.5,72.14,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,63.38,20,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1605,,Camarin-Trinoma,"Old Zabarte, Caloocan City - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",725948,21.939,stop_sequence_approx,86,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,22377.78,69.19,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,82.025,888044.4,82.03,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.84,21,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1648,,Silang - Zapote (Las Pinas),"Alabang-Zapote Road / Fruto Santos Ave Intersection, Las Piñas City, Manila - Emilio Aguinaldo Hwy, Silang, Manila",726393,26.347,stop_sequence_approx,96,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,26873.94,83.35,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,67.821,683369.5,67.82,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.83,22,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1649,,Silang - Zapote (Las Pinas),"Emilio Aguinaldo Hwy, Silang, Manila - Alabang-Zapote Road / Fruto Santos Ave Intersection, Las Piñas City, Manila",725852,26.347,stop_sequence_approx,96,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,26873.94,83.35,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,67.821,683369.5,67.82,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.83,23,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1351,,Francisco Homes - Philcoa,"Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila - San Jose Water District, Un-named Road, City of San Jose del Monte",725292,25.146,stop_sequence_approx,102,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,25648.92,79.49,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,71.571,777966.5,71.57,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.79,24,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1680,,PIER SOUTH-FAIRVIEW DAHLIA-PHILCOA,"25th St / Antonio C. Delgado Intersection, Manila - Regalado / Dahlia Intersection, Quezon City",724967,22.596,stop_sequence_approx,93,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday,23047.92,71.3,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,79.2,966656.1,79.2,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.59,25,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1936,,FAIRVIEW WET MARKET - PIER SOUTH via QUEZON AVE,"25th St / Antonio C. Delgado Intersection, Manila - Regalado / Dahlia Intersection, Quezon City",726223,22.52,stop_sequence_approx,92,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,22970.4,71.06,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,79.2,966656.1,79.2,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.51,26,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1043,,Antipolo - Cubao via Marcos Highway,"Martinez St / R. De Jesus Intersection, Antipolo City, Manila - 8th Ave, Quezon City, Manila",725734,22.227,stop_sequence_approx,107,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,22671.54,70.12,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,79.944,921238.4,79.94,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.44,27,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1604,,Camarin-Trinoma,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - Old Zabarte, Caloocan City",724801,21.09,stop_sequence_approx,84,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,21511.8,66.47,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,83.379,878072.8,83.38,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.37,28,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1944,,FAIRVIEW (WET MARKET) - TM KALAW via Q AVE,"Padre Burgos St, Manila - Regalado / Dahlia Intersection, Quezon City",726088,21.821,stop_sequence_approx,89,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,22257.42,68.82,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,80.434,951824.8,80.43,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.16,29,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1897,,MCU - PASAY RTDA,"Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City",724893,17.689,stop_sequence_approx,64,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,18042.78,55.55,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,93.324,1051044.1,93.32,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,62.02,30,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1044,,Antipolo - Cubao via Marcos Highway,"8th Ave, Quezon City, Manila - Martinez St / R. De Jesus Intersection, Antipolo City, Manila",726053,21.564,stop_sequence_approx,105,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,21995.28,67.99,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,79.396,896729.0,79.4,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,61.5,31,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1401,,Bagong Silang - Ever Gotesco extended to Philcoa,"Old Zabarte / Langit Road Intersection, Caloocan City - Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila",726174,21.039,stop_sequence_approx,84,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,21459.78,66.3,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,80.652,825009.7,80.65,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,61.35,32,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
