route_id,nearest_substation_distance_km,nearest_substation_osm_id,nearest_mapped_charger_distance_km,nearest_charger_osm_id,electricity_kwh_day_low,electricity_kwh_day_base,electricity_kwh_day_high,mapped_substation_proximity_score,mapped_charger_proximity_score,candidate_terminal_count,terminal_evidence_score,energy_manageability_score,charging_readiness_score,utility_capacity_verified,charging_site_verified,charging_evidence_confidence,charging_source_ids,charging_claim_status,charging_method_version,charging_limitation
LTFRB_PUJ1011,0.699,way/440593524,4.175,node/13895420988,774.69,922.25,946.843,100.0,58.0,2,40.0,94.29030186255619,79.07,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1012,0.699,way/440593524,4.175,node/13895420988,838.95,998.75,1025.383,100.0,58.0,2,40.0,93.71226718047527,78.93,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1013,0.336,node/4977761380,1.27,node/6836063735,4841.991,5764.275,5917.989,100.0,82.0,2,40.0,57.703917790623,75.93,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1014,0.336,node/4977761380,1.27,node/6836063735,4808.076,5723.9,5876.537,100.0,82.0,2,40.0,58.008991650610156,76.0,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1015,0.37,node/4592771042,1.556,node/6836063735,6592.719,7848.475,8057.768,100.0,82.0,2,40.0,41.95568400770713,71.99,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1016,0.37,node/4592771042,1.556,node/6836063735,6876.177,8185.925,8404.216,100.0,82.0,2,40.0,39.40590879897239,71.35,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1017,0.078,node/4592771042,10.666,node/12980211308,4345.047,5172.675,5310.613,100.0,32.0,2,40.0,62.17405266538215,64.54,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1018,0.078,node/4592771042,10.666,node/12980211308,4320.057,5142.925,5280.07,100.0,32.0,2,40.0,62.39884393063584,64.6,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1019,0.113,node/4592771042,10.735,node/12980211308,4314.702,5136.55,5273.525,100.0,32.0,2,40.0,62.447013487475914,64.61,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1020,0.113,node/4592771042,10.735,node/12980211308,3890.943,4632.075,4755.597,100.0,32.0,2,40.0,66.25883108542068,65.56,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1021,0.247,node/4592771042,10.813,node/12980211308,7182.84,8551.0,8779.027,100.0,32.0,2,40.0,36.64739884393063,58.16,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1022,0.343,node/4592771042,10.929,node/12980211308,11256.924,13401.1,13758.463,100.0,32.0,2,40.0,0.0,49.0,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1023,0.225,node/4533933869,5.019,node/12862848460,4050.165,4821.625,4950.202,100.0,58.0,2,40.0,64.82658959537574,71.71,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1024,0.225,node/4533933869,5.019,node/12862848460,5129.733,6106.825,6269.674,100.0,58.0,2,40.0,55.11560693641619,69.28,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1025,0.114,node/4533933869,11.059,node/12980211308,2153.781,2564.025,2632.399,100.0,32.0,2,40.0,81.88503532434169,69.47,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1026,0.114,node/4533933869,11.059,node/12980211308,2153.781,2564.025,2632.399,100.0,32.0,2,40.0,81.88503532434169,69.47,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1028,0.113,node/4592771042,10.54,node/12980211308,2137.002,2544.05,2611.891,100.0,32.0,2,40.0,82.0359666024406,69.51,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1029,0.643,way/1296102890,1.103,node/6836063735,2890.272,3440.8,3532.555,100.0,82.0,2,40.0,75.26011560693641,80.32,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1030,0.643,way/1296102890,1.103,node/6836063735,2903.838,3456.95,3549.135,100.0,82.0,2,40.0,75.13808606294155,80.28,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1031,0.643,way/1296102890,0.773,node/6836063735,3008.796,3581.9,3677.417,100.0,100.0,2,40.0,74.19396274887603,84.55,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1033,0.225,node/4533933869,4.814,node/12862848460,4117.281,4901.525,5032.232,100.0,58.0,2,40.0,64.2228644829801,71.56,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1034,0.225,node/4533933869,4.814,node/12862848460,5001.57,5954.25,6113.03,100.0,58.0,2,40.0,56.268464996788694,69.57,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1035,0.37,node/4592771042,10.283,node/12980211308,1301.979,1549.975,1591.308,100.0,32.0,2,40.0,89.54720616570327,71.39,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1036,0.37,node/4592771042,10.283,node/12980211308,2404.395,2862.375,2938.705,100.0,32.0,2,40.0,79.63070006422608,68.91,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1037,0.37,node/4592771042,10.301,node/12980211308,1591.863,1895.075,1945.61,100.0,32.0,2,40.0,86.93962748876044,70.73,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1038,0.37,node/4592771042,10.301,node/12980211308,1591.863,1895.075,1945.61,100.0,32.0,2,40.0,86.93962748876044,70.73,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1040,0.113,node/4592771042,2.084,node/12980211308,4036.599,4805.475,4933.621,100.0,82.0,2,40.0,64.94861913937058,77.74,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1041,0.155,node/4977761380,1.482,node/6836063735,5292.168,6300.2,6468.205,100.0,82.0,2,40.0,53.65446371226719,74.91,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1042,0.155,node/4977761380,1.482,node/6836063735,5564.559,6624.475,6801.128,100.0,82.0,2,40.0,51.204238921001924,74.3,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1043,0.482,way/264246780,0.323,node/13081283763,7935.039,9446.475,9698.381,100.0,100.0,2,40.0,29.881181759794472,73.47,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1044,0.482,way/264246780,0.323,node/13081283763,7698.348,9164.7,9409.092,100.0,100.0,2,40.0,32.010276172125884,74.0,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1045,0.482,way/264246780,0.323,node/13081283763,7566.615,9007.875,9248.085,100.0,100.0,2,40.0,33.195247270391775,74.3,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1046,0.482,way/264246780,0.323,node/13081283763,6792.282,8086.05,8301.678,100.0,100.0,2,40.0,40.16056518946692,76.04,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1047,0.649,way/60193935,1.471,node/9596306272,5016.921,5972.525,6131.792,100.0,82.0,2,40.0,56.13037893384715,75.53,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1048,0.649,way/60193935,1.471,node/9596306272,4939.809,5880.725,6037.544,100.0,82.0,2,40.0,56.82402055234425,75.71,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1049,1.457,node/2126363194,1.724,node/9756145409,6286.056,7483.4,7682.957,82.0,82.0,2,40.0,44.71419396274888,66.38,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1050,1.457,node/2126363194,1.724,node/9756145409,6170.745,7346.125,7542.022,82.0,82.0,2,40.0,45.7514450867052,66.64,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1051,1.569,way/116061783,0.538,node/13081283762,4753.098,5658.45,5809.342,82.0,100.0,2,40.0,58.50353243416828,74.33,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1053,1.118,way/264246780,1.047,node/6110400886,6149.325,7320.625,7515.842,82.0,82.0,2,40.0,45.94412331406551,66.69,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1054,1.118,way/264246780,1.047,node/6110400886,6334.251,7540.775,7741.862,82.0,82.0,2,40.0,44.28066795118819,66.27,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1055,0.076,node/4823208932,1.776,node/13081283763,4736.676,5638.9,5789.271,100.0,82.0,2,40.0,58.65125240847785,76.16,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1056,0.076,node/4823208932,1.776,node/13081283763,4474.995,5327.375,5469.438,100.0,82.0,2,40.0,61.00513808606294,76.75,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1057,0.824,node/4823208932,1.896,node/13895420988,1525.104,1815.6,1864.016,100.0,82.0,2,40.0,87.54014129736673,83.39,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1058,0.824,node/4823208932,1.896,node/13895420988,1525.104,1815.6,1864.016,100.0,82.0,2,40.0,87.54014129736673,83.39,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1059,0.739,way/35583874,1.685,node/12862848460,2868.138,3414.45,3505.502,100.0,82.0,2,40.0,75.4592164418754,80.36,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1060,0.739,way/35583874,1.685,node/12862848460,2607.171,3103.775,3186.542,100.0,82.0,2,40.0,77.80667951188182,80.95,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1061,0.57,way/35583874,2.142,node/9462686325,772.191,919.275,943.789,100.0,82.0,2,40.0,94.31278098908157,85.08,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1062,0.57,way/35583874,2.142,node/9462686325,1193.808,1421.2,1459.099,100.0,82.0,2,40.0,90.52023121387283,84.13,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1063,0.128,way/47570428,1.616,node/9462686325,925.344,1101.6,1130.976,100.0,82.0,2,40.0,92.93513166345537,84.73,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1064,0.128,way/47570428,1.616,node/9462686325,924.987,1101.175,1130.54,100.0,82.0,2,40.0,92.9383429672447,84.73,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1065,0.546,node/4977761380,0.351,node/12980211308,4147.626,4937.65,5069.321,100.0,100.0,2,40.0,63.94990366088633,81.99,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1066,0.546,node/4977761380,0.351,node/12980211308,4216.884,5020.1,5153.969,100.0,100.0,2,40.0,63.32691072575465,81.83,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1067,0.71,node/4977761380,1.937,node/6836063735,1178.1,1402.5,1439.9,100.0,82.0,2,40.0,90.66152858060373,84.17,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1068,0.71,node/4977761380,1.937,node/6836063735,1259.496,1499.4,1539.384,100.0,82.0,2,40.0,89.92935131663455,83.98,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1069,0.71,node/4977761380,1.937,node/6836063735,916.776,1091.4,1120.504,100.0,82.0,2,40.0,93.01220295439948,84.75,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1070,0.71,node/4977761380,1.937,node/6836063735,2050.608,2441.2,2506.299,100.0,82.0,2,40.0,82.8131021194605,82.2,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1071,0.155,node/4977761380,1.482,node/6836063735,4078.011,4854.775,4984.236,100.0,82.0,2,40.0,64.57610789980733,77.64,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1072,0.155,node/4977761380,1.482,node/6836063735,4220.811,5024.775,5158.769,100.0,82.0,2,40.0,63.29158638407194,77.32,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1073,0.209,node/4977761380,1.362,node/6836063735,4070.871,4846.275,4975.509,100.0,82.0,2,40.0,64.6403339755941,77.66,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1074,0.209,node/4977761380,1.362,node/6836063735,3923.787,4671.175,4795.74,100.0,82.0,2,40.0,65.96339113680153,77.99,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1075,0.155,node/4977761380,1.482,node/6836063735,4120.494,4905.35,5036.159,100.0,82.0,2,40.0,64.19396274887605,77.55,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1076,0.155,node/4977761380,1.482,node/6836063735,4161.906,4954.65,5086.774,100.0,82.0,2,40.0,63.82145150931279,77.46,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1077,0.509,node/4977761380,1.171,node/6836063735,3730.65,4441.25,4559.683,100.0,82.0,2,40.0,67.70070648683365,78.43,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1078,0.509,node/4977761380,1.171,node/6836063735,3950.919,4703.475,4828.901,100.0,82.0,2,40.0,65.71933204881182,77.93,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1079,0.538,node/4977761380,1.042,node/6836063735,4259.01,5070.25,5205.457,100.0,82.0,2,40.0,62.94797687861272,77.24,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1080,0.538,node/4977761380,1.042,node/6836063735,4278.645,5093.625,5229.455,100.0,82.0,2,40.0,62.77135517019911,77.19,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1081,0.538,node/4977761380,1.042,node/6836063735,3164.805,3767.625,3868.095,100.0,82.0,2,40.0,72.79062299293514,79.7,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1083,0.458,node/4977761380,1.556,node/6836063735,5089.035,6058.375,6219.932,100.0,82.0,2,40.0,55.481695568400774,75.37,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1084,0.458,node/4977761380,1.556,node/6836063735,5158.65,6141.25,6305.017,100.0,82.0,2,40.0,54.85549132947977,75.21,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1085,0.155,node/4977761380,1.482,node/6836063735,3381.504,4025.6,4132.949,100.0,82.0,2,40.0,70.84136159280668,79.21,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1086,0.155,node/4977761380,1.482,node/6836063735,3442.194,4097.85,4207.126,100.0,82.0,2,40.0,70.29543994861913,79.07,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
LTFRB_PUJ1087,0.458,node/4977761380,1.556,node/6836063735,3340.092,3976.3,4082.335,100.0,82.0,2,40.0,71.21387283236994,79.3,False,False,38.0,osm_power_snapshot_2026_08_20|route2zero_climate_scenario_v1,PROXY,charging-v1.0,"Mapped proximity is not proof of distribution capacity, site control, interconnection approval or charger availability."
